27643909,1032,184,  3 4 19 12 4 5 1 23 11 33 2 2 23 26 2 19 2 11 12 2 8 9 13 17 2 0 1 6 1 9 8 21 0 11 22 25 9 3 21 15 26 10 0 4 0 10 6 2 2 13 4 0 0 19 14 10 4 11 11 12 16 12 7 32 1 16 2 17 8 18 11 15 5 4 7 13 4 8 15 2 2 19 0 15 19 1 2,
27647443,1379,182,  3 2 16 29 13 2 2 26 18 39 0 3 15 32 0 24 3 20 25 3 9 9 27 27 0 1 0 13 4 12 21 23 1 0 20 37 22 8 18 33 43 22 0 1 2 18 6 2 1 17 0 0 0 28 14 4 3 16 21 14 22 18 11 29 3 33 12 31 9 31 20 6 2 6 15 16 7 8 24 0 3 36 1 11 25 2 2,
27659801,1313,214,  0 2 24 20 4 2 5 22 28 44 0 2 19 29 1 13 2 13 23 1 8 11 20 25 1 4 1 8 3 12 15 29 2 0 18 27 30 5 18 17 53 14 0 3 0 20 5 6 2 21 0 0 3 29 18 2 4 11 19 10 12 7 13 25 0 26 8 16 9 26 16 15 1 3 19 21 6 8 21 0 5 31 0 9 25 0 1,
27674754,1024,154,  1 4 16 10 3 2 1 27 16 18 0 4 17 21 1 20 4 13 10 5 10 13 21 18 0 1 1 8 1 9 14 14 2 0 17 12 9 3 16 17 38 18 0 5 1 21 7 0 3 15 0 0 1 11 21 3 1 12 11 8 12 15 10 20 0 18 7 20 13 29 13 10 2 5 8 12 2 4 19 1 3 23 1 12 18 1 5,
27691702,1004,178,  4 1 12 13 5 0 1 24 12 30 1 0 21 20 0 26 1 22 14 2 12 9 13 16 3 2 1 9 1 19 12 18 1 2 16 19 10 5 16 17 30 7 1 0 0 17 2 0 1 11 2 0 2 17 8 10 0 11 13 8 16 9 5 11 3 18 7 23 9 27 12 12 5 4 11 17 10 8 15 1 3 19 2 2 15 1 5,
27705099,1485,181,  1 3 24 30 10 4 1 35 27 71 0 1 10 23 2 23 2 15 35 1 11 12 31 21 0 2 1 7 1 14 20 27 1 0 34 38 21 7 15 19 60 17 0 6 0 16 6 0 1 13 0 0 2 32 28 1 2 18 29 14 20 16 18 31 2 31 4 42 13 30 14 12 0 4 14 16 4 8 16 0 6 34 0 11 18 0 1,
27705905,1620,271,  1 3 24 17 12 2 2 29 31 56 0 0 21 38 0 39 0 19 37 3 13 6 24 37 0 1 1 10 0 6 26 34 2 0 26 37 28 12 13 20 57 25 1 7 2 25 5 2 0 17 0 0 2 30 27 0 5 14 24 18 15 9 18 25 1 29 3 36 12 31 18 24 0 5 17 21 7 7 21 1 4 29 1 10 27 1 2,
27705922,1545,271,  1 3 30 20 14 2 2 29 34 66 0 0 18 35 0 38 0 15 38 3 13 8 17 36 0 1 0 10 0 7 28 36 2 0 21 32 28 12 13 21 52 20 1 7 2 24 4 2 0 17 0 0 2 25 28 0 5 12 27 20 12 9 17 25 1 25 4 27 15 31 15 25 0 4 16 20 6 6 16 1 6 26 1 10 23 1 2,
27705998,1554,242,  1 3 35 12 12 3 4 28 29 73 0 0 9 26 0 35 1 14 32 1 16 6 32 28 0 2 1 14 2 6 19 36 1 0 26 34 32 11 13 24 49 12 1 9 1 23 9 1 0 14 0 0 2 22 32 0 3 12 34 16 15 11 19 30 1 27 10 43 10 27 13 16 0 6 18 22 8 5 22 0 4 29 1 17 29 0 3,
27739292,1062,197,  0 2 24 9 5 2 2 22 8 44 2 2 13 18 1 16 1 18 13 1 7 26 18 20 1 3 0 5 2 11 13 21 3 6 22 27 11 3 14 17 33 12 2 1 1 20 7 1 1 8 0 0 2 23 12 8 1 10 18 4 11 14 3 25 3 25 5 22 12 21 6 12 6 3 13 13 6 8 14 2 5 15 0 15 16 2 1,
27744053,883,144,  2 1 13 11 7 1 1 25 12 24 1 0 11 15 0 6 2 16 17 1 4 12 21 13 1 0 0 5 2 9 8 18 1 5 3 13 12 4 15 15 39 11 1 3 0 8 7 0 1 5 0 0 1 15 11 2 2 8 8 4 13 15 10 13 2 18 2 18 5 19 14 12 6 9 3 18 5 5 15 0 5 17 0 18 12 3 1,
27744063,872,154,  3 1 12 16 8 1 1 21 10 24 1 0 15 15 0 7 2 17 18 1 4 9 18 13 1 0 0 5 2 8 8 15 0 6 5 13 10 2 13 11 34 11 1 3 0 11 8 0 1 4 0 0 1 10 11 4 2 7 6 5 13 13 4 13 2 23 3 20 5 24 12 12 5 7 4 14 5 4 16 0 6 19 0 17 17 3 1,
27752667,1095,187,  0 4 17 16 8 0 1 22 13 44 0 1 11 25 0 11 1 16 10 1 9 10 20 22 2 2 2 14 0 18 15 30 3 3 17 18 14 3 15 15 43 9 3 4 0 10 2 3 0 21 3 0 4 17 21 4 3 14 10 7 19 18 7 25 1 19 6 25 4 23 9 14 11 6 10 16 7 6 17 1 4 14 0 12 21 0 1,
27752676,1022,147,  0 5 14 17 7 0 1 22 14 42 0 1 10 21 1 7 1 14 8 0 8 11 18 18 2 2 3 14 0 18 10 25 3 3 17 17 13 2 16 14 39 10 2 0 0 10 3 3 0 19 3 0 4 18 21 5 3 15 7 7 19 20 6 26 1 17 6 22 5 24 7 16 9 6 8 17 7 6 16 1 4 16 0 14 16 0 1,
27752677,998,170,  0 5 15 15 7 0 1 24 14 41 0 1 11 21 1 10 1 13 7 0 8 11 20 20 2 2 3 14 0 18 11 22 3 3 17 16 12 3 13 13 36 10 2 2 0 10 3 3 0 12 3 0 4 14 20 5 3 15 5 5 15 19 3 24 1 14 9 25 2 22 11 15 9 6 9 17 7 6 15 1 5 12 0 12 19 0 1,
27772463,1318,99,  2 3 20 22 11 2 4 25 17 52 0 4 12 26 1 32 1 14 14 3 6 9 21 17 0 2 1 10 1 22 21 22 4 1 23 28 29 9 15 18 51 25 0 5 1 27 2 1 1 18 0 0 0 14 24 1 2 16 18 23 12 17 15 24 1 20 15 19 5 29 13 22 0 7 19 14 5 3 15 1 5 28 0 12 22 0 3,
27789932,1060,184,  2 3 23 9 7 1 2 25 18 22 0 3 13 25 2 16 0 19 12 0 17 10 14 16 0 3 3 5 1 18 14 19 1 6 11 18 13 11 11 15 30 15 0 4 0 18 2 0 3 26 2 0 2 12 17 8 5 9 17 7 12 18 7 27 2 13 7 15 7 25 14 10 11 6 12 13 4 2 15 1 4 24 0 10 19 4 5,
27808390,950,171,  2 1 13 11 1 2 1 14 7 18 1 1 25 19 0 10 3 14 7 5 8 10 9 18 1 2 0 7 2 16 10 12 0 11 17 19 11 1 11 6 36 12 1 5 2 11 11 2 2 9 1 0 2 16 9 9 4 10 15 3 26 7 5 24 1 19 3 21 5 26 14 13 10 4 6 17 3 6 14 3 3 20 0 14 14 1 2,
27812891,965,167,  0 3 12 18 6 4 2 25 13 20 0 1 14 19 0 11 0 16 15 0 7 11 15 10 2 0 1 11 2 9 7 12 0 12 20 20 6 7 7 16 18 10 1 4 0 18 4 4 1 14 0 0 2 13 13 15 2 15 16 4 17 14 9 20 1 12 5 12 9 21 14 10 15 3 13 14 5 5 19 2 4 11 0 13 15 3 2,
27838586,1223,134,  1 3 18 17 7 1 2 19 15 35 0 5 9 27 1 24 1 8 24 3 12 13 19 28 1 3 0 9 0 10 20 25 1 5 19 16 11 5 16 15 45 14 0 3 1 20 5 1 2 18 0 0 5 23 26 3 4 19 15 13 17 7 9 22 1 33 9 33 9 19 9 8 2 5 10 19 6 7 17 1 4 35 0 15 27 2 1,
27838598,1188,127,  1 3 16 19 6 1 2 21 16 32 0 5 7 30 0 21 2 11 25 3 13 12 16 26 1 3 0 10 0 8 18 22 0 5 19 17 14 5 17 14 39 16 0 1 1 18 3 2 2 18 0 0 5 22 23 3 4 16 15 10 15 8 8 21 1 31 9 34 9 21 10 10 3 6 10 15 6 7 17 1 3 33 0 14 27 2 1,
27838610,1134,166,  1 3 15 17 4 1 2 19 14 30 0 5 6 24 0 21 2 11 20 3 12 16 17 26 1 2 1 10 0 8 13 18 0 7 22 17 14 3 15 14 38 16 0 3 1 15 4 3 2 16 0 0 4 24 21 3 4 18 13 11 16 9 7 22 1 28 10 34 6 21 8 13 2 7 13 16 6 8 15 1 2 33 1 15 26 2 1,
27839307,882,136,  1 1 18 16 5 3 0 28 12 24 1 2 12 11 5 16 2 13 7 1 3 10 10 11 0 1 0 7 0 12 15 16 0 7 16 20 9 3 10 16 26 11 3 0 1 11 1 1 2 14 5 0 0 6 13 12 4 18 8 4 16 8 5 23 3 10 1 17 8 16 10 8 10 4 5 11 4 8 14 1 4 18 0 8 16 2 1,
27839313,743,136,  1 1 18 14 3 3 0 22 11 19 1 2 14 8 5 16 2 13 3 1 4 9 10 12 0 1 0 8 0 9 11 13 1 6 13 17 6 1 7 13 17 8 3 0 1 10 0 1 2 10 5 0 0 7 9 12 4 15 8 3 15 8 4 17 3 8 1 11 6 11 6 6 10 2 7 13 4 8 13 1 4 12 0 6 9 2 1,
27848971,1101,192,  1 4 22 12 5 1 4 33 16 28 2 6 17 20 5 22 0 9 11 3 7 17 17 23 0 1 2 1 0 19 13 29 1 0 22 27 12 5 15 17 40 12 0 6 0 19 2 2 2 13 0 0 0 18 18 1 3 10 13 6 19 16 8 15 0 21 7 19 8 27 13 6 0 3 17 13 6 8 25 0 5 17 0 17 22 3 3,
27909267,1223,214,  3 3 16 14 5 1 1 20 19 41 0 5 9 21 0 17 4 13 21 1 9 19 16 32 3 2 3 4 0 17 23 20 1 0 18 28 18 4 15 15 45 12 0 1 2 31 10 0 5 24 0 0 1 17 13 3 3 11 15 9 21 14 16 30 1 21 3 27 4 28 18 23 1 4 14 14 4 9 23 1 2 19 1 11 23 1 3,
27918064,1127,196,  1 1 22 15 6 4 3 29 19 29 1 2 12 23 1 14 3 10 11 0 4 17 15 17 1 4 1 10 4 17 15 26 0 6 23 25 14 6 12 26 32 18 0 4 1 17 4 0 0 11 1 0 2 11 16 5 3 12 5 9 12 14 8 28 1 28 11 28 9 35 9 13 11 4 14 19 6 4 19 1 3 22 1 15 21 0 4,
27919568,1052,222,  1 1 16 9 7 3 0 28 14 30 2 2 14 16 0 25 1 18 17 4 9 11 15 17 1 2 3 5 1 14 14 23 3 5 15 17 9 7 9 13 42 8 0 5 0 17 8 1 1 13 0 0 1 11 11 12 1 16 11 9 19 14 6 25 1 25 7 24 5 22 13 12 11 2 16 19 5 4 20 0 3 16 0 11 20 0 0,
