27643909,1032,184,  13 4 11 0 0 11 17,
27647443,1379,182,  7 4 8 0 0 5 18,
27659801,1313,214,  12 6 10 0 0 6 17,
27674754,1024,154,  14 0 6 0 0 10 18,
27691702,1004,178,  9 0 15 0 0 5 13,
27705099,1485,181,  13 0 6 0 0 10 14,
27705905,1620,271,  8 0 12 0 0 11 16,
27705922,1545,271,  7 0 9 0 0 10 23,
27705998,1554,242,  0 0 19 0 0 0 0,
27739292,1062,197,  9 4 11 0 0 7 14,
27744053,883,144,  8 0 5 0 0 6 12,
27744063,872,154,  7 0 4 0 0 7 14,
27752667,1095,187,  9 0 13 0 0 5 15,
27752676,1022,147,  6 0 9 0 0 6 17,
27752677,998,170,  11 0 11 0 0 6 18,
27772463,1318,99,  6 0 8 0 0 5 8,
27789932,1060,184,  14 0 7 0 4 12 13,
27808390,950,171,  5 5 7 0 0 4 15,
27812891,965,167,  9 0 11 0 0 8 12,
27838586,1223,134,  5 0 10 0 0 7 12,
27838598,1188,127,  4 0 10 0 0 7 11,
27838610,1134,166,  6 0 12 0 0 8 12,
27839307,882,136,  6 0 7 0 0 7 7,
27839313,743,136,  7 0 6 0 0 10 6,
27848971,1101,192,  7 0 7 0 0 9 18,
27909267,1223,214,  9 0 13 0 0 8 18,
27918064,1127,196,  12 4 14 0 0 6 30,
27919568,1052,222,  10 0 19 0 0 11 19,
27926425,1131,170,  9 0 8 0 0 8 13,
27926445,1208,143,  8 0 8 0 0 8 11,
27933791,903,178,  11 0 16 0 0 6 19,
27943967,852,175,  10 0 7 0 0 9 20,
27992008,1538,260,  18 0 19 0 0 9 19,
27992041,1561,254,  21 0 13 0 0 12 21,
28037348,1061,191,  9 4 12 0 0 7 17,
28044993,1465,146,  6 0 5 0 0 7 12,
28075201,1445,231,  6 0 15 0 0 9 13,
28075208,1112,227,  7 0 16 0 0 8 13,
28103607,1067,188,  10 5 9 0 0 8 15,
28127582,970,178,  10 4 10 0 0 5 12,
28136275,1035,190,  6 5 11 0 0 12 21,
28141519,962,386,  14 4 21 0 4 19 30,
28196066,1312,178,  12 0 9 0 0 9 15,
28258081,1180,136,  0 0 10 0 0 0 0,
28258234,1407,139,  0 0 13 0 0 0 0,
28258254,1386,145,  0 0 10 0 0 0 0,
28258440,1526,111,  0 0 6 0 0 0 0,
28283394,1177,158,  8 0 5 0 0 4 20,
28284322,1171,188,  8 4 12 0 0 6 19,
28296806,999,237,  14 4 14 0 0 13 18,
28355051,1608,195,  11 0 11 0 0 9 9,
28355054,1581,193,  12 0 12 0 0 8 9,
28379005,1328,143,  7 0 6 0 0 5 13,
28410288,1427,203,  7 0 17 0 0 12 20,
28421927,850,154,  7 6 6 0 0 7 9,
28431704,835,169,  12 0 9 0 0 12 11,
28499249,1393,178,  11 0 7 0 0 7 16,
28512155,1024,167,  12 0 12 0 0 8 19,
28524844,1705,155,  13 0 14 0 0 7 16,
28531280,1255,175,  13 0 10 0 0 9 20,
28586752,968,206,  15 4 9 0 0 15 13,
28606359,876,173,  11 4 7 0 0 9 14,
28640692,1426,158,  8 0 9 0 0 5 12,
28662535,1047,210,  12 6 10 0 0 9 18,
28726994,1151,209,  10 0 12 0 0 13 25,
28727008,1286,177,  7 0 6 0 0 11 22,
28727017,1249,216,  10 0 12 0 0 11 25,
28727022,1254,181,  10 0 9 0 0 9 19,
28727055,1297,189,  9 0 14 0 0 9 15,
28727065,1255,152,  8 0 10 0 0 10 14,
28787906,1042,180,  9 0 7 0 0 7 18,
28798886,1327,225,  11 0 13 0 0 10 21,
28798897,1314,211,  9 0 10 0 0 5 18,
28798905,1249,227,  9 0 13 0 0 6 19,
28798952,1114,151,  0 0 9 0 0 0 0,
28798953,1355,139,  0 0 9 0 0 0 0,
28807277,914,141,  8 0 7 0 0 10 12,
28807318,892,140,  9 0 8 0 0 15 13,
28830550,1514,219,  8 5 9 0 0 6 14,
28830581,1767,210,  16 5 9 0 0 6 14,
28830624,1786,203,  16 6 8 0 0 4 11,
28852238,990,196,  17 0 13 0 0 11 13,
28900303,957,180,  9 0 8 0 0 5 14,
28907982,1420,221,  7 0 10 0 0 8 15,
28913196,911,184,  8 0 12 0 0 9 15,
28932962,1030,135,  0 0 15 0 0 0 0,
28961160,1074,199,  10 4 9 0 4 11 19,
28974073,1434,173,  11 0 13 0 0 8 10,
28981276,1029,201,  8 4 6 0 0 6 18,
28983917,944,208,  4 0 9 0 0 13 17,
28995363,1218,96,  5 0 6 0 0 7 5,
28995364,1203,91,  5 0 6 0 0 8 5,
28995381,1186,113,  9 0 7 0 0 7 8,
29031663,1426,218,  16 0 7 0 0 4 18,
29033651,619,166,  12 0 8 0 0 10 17,
29060316,942,198,  16 0 11 0 0 11 17,
29064281,1203,188,  5 0 11 0 0 7 24,
29065294,1121,192,  8 4 11 0 0 14 20,
29065367,948,209,  9 4 11 0 0 14 21,
29065379,1136,203,  9 4 9 0 0 13 27,
29065975,1256,244,  10 0 11 0 0 12 23,
29066285,956,194,  5 4 6 0 0 10 22,
29067396,1500,167,  9 4 7 0 0 6 7,
29081369,1190,188,  6 0 11 0 0 12 18,
29092149,817,153,  7 5 4 0 0 9 17,
29098067,814,177,  9 5 15 0 0 11 12,
29101851,1031,215,  12 4 14 0 0 5 17,
29111442,1051,173,  9 5 10 0 0 6 13,
29113460,817,173,  5 0 10 0 0 6 19,
29113468,949,168,  4 0 7 0 0 6 16,
29129188,1163,228,  11 0 8 0 0 8 19,
29154340,1489,213,  10 0 8 0 0 6 8,
29154472,1675,234,  8 0 9 0 0 7 7,
29173958,800,156,  8 0 5 0 0 5 20,
29177210,1003,163,  12 7 7 0 0 8 11,
29187815,1127,223,  14 5 12 0 0 9 21,
29189073,782,168,  5 0 9 0 0 15 12,
29190295,743,173,  7 4 7 0 0 12 16,
29222102,1139,182,  6 0 6 0 0 10 19,
29240524,1759,144,  0 0 8 0 0 0 5,
29241244,1553,173,  0 0 5 0 0 0 0,
29297982,1533,226,  17 0 13 0 0 12 22,
29301665,1083,208,  8 4 11 0 0 12 16,
29325858,1015,198,  6 0 16 0 0 10 17,
29330407,1047,171,  0 0 11 0 0 8 10,
29333256,844,203,  10 0 12 0 0 11 20,
29351173,1015,184,  13 4 13 0 0 10 6,
29371327,947,146,  6 0 5 0 0 7 15,
29373987,1100,183,  12 4 10 0 0 8 15,
29374036,1178,190,  6 4 11 0 0 8 19,
29374041,1204,204,  8 4 10 0 0 8 18,
29377950,1494,179,  0 0 9 0 0 0 0,
29378000,1316,207,  0 0 11 0 0 0 0,
29378008,1434,207,  0 0 11 0 0 0 0,
29385697,854,175,  11 0 9 0 0 9 9,
29388007,1245,223,  15 0 9 0 0 17 20,
29388008,1260,227,  16 0 8 0 0 15 21,
29391292,1032,192,  9 0 15 0 0 11 10,
29392283,1369,291,  17 0 8 0 0 10 26,
29401960,771,160,  12 0 6 0 0 6 14,
29414269,1012,178,  9 0 11 0 0 10 18,
29423079,1082,176,  11 5 12 0 0 10 15,
29425131,1185,176,  4 0 9 0 0 8 17,
29431768,811,195,  12 0 9 0 0 16 17,
29448999,833,173,  10 4 12 0 0 9 12,
29449366,1011,160,  10 4 8 0 0 12 18,
29451898,1594,218,  4 0 5 0 0 9 18,
29451902,1710,221,  4 0 5 0 0 8 20,
29452479,1782,224,  4 0 14 0 0 5 7,
29452634,1657,208,  0 0 8 0 0 4 8,
29458177,861,174,  12 4 16 0 0 10 19,
29476588,993,181,  11 5 14 0 0 8 22,
29476638,1009,170,  7 5 15 0 0 8 12,
29479378,1087,132,  10 0 8 0 0 8 5,
29479394,969,144,  11 0 9 0 0 7 7,
29493019,869,144,  6 0 7 0 0 9 9,
29495043,1315,132,  7 0 9 0 0 6 16,
29495063,1418,129,  4 0 8 0 0 5 13,
29506823,962,209,  9 0 20 0 0 14 16,
29506829,1010,188,  11 0 19 0 0 11 15,
29518749,1502,168,  0 0 10 0 0 0 0,
29521362,766,134,  7 4 11 0 0 8 7,
29521406,742,141,  6 4 12 0 0 9 8,
29525631,859,151,  5 0 9 0 0 10 15,
29525632,890,144,  4 0 9 0 0 9 14,
29532342,942,178,  10 0 10 0 0 12 14,
29540858,905,138,  5 6 9 0 0 6 12,
29574300,996,162,  11 0 7 0 0 5 16,
29574336,1025,186,  9 0 7 0 0 4 17,
29574367,954,183,  10 0 7 0 0 5 22,
29576834,1427,244,  8 0 9 0 0 11 21,
29576863,1390,214,  8 0 13 0 0 4 21,
29592566,985,222,  18 0 8 0 0 15 14,
29598785,981,197,  13 5 11 0 0 13 16,
29600258,1276,210,  9 0 10 0 0 7 21,
29613046,802,163,  12 5 14 0 0 9 6,
29614933,824,97,  0 0 7 0 0 0 0,
29617752,1401,225,  8 0 13 0 0 6 11,
29625672,1329,235,  13 0 9 0 0 14 13,
29636555,1556,275,  14 4 17 0 0 10 21,
29668880,1931,272,  11 0 15 0 0 5 23,
29668927,1885,231,  12 0 11 0 0 7 17,
29668931,2013,227,  12 0 11 0 0 7 13,
29668937,2012,225,  10 0 11 0 0 6 14,
29723610,1478,180,  0 0 14 0 0 6 7,
29728984,1212,139,  0 0 12 0 0 0 0,
29729002,1009,127,  0 0 10 0 0 0 0,
29729011,1202,119,  0 0 10 0 0 0 0,
29735503,701,208,  8 4 8 0 0 11 16,
29747366,1514,254,  16 0 11 0 0 4 23,
29747498,1270,215,  0 0 16 0 0 0 0,
29747501,1292,218,  0 0 14 0 0 0 0,
29778181,1524,195,  11 0 7 0 0 8 13,
29789717,1051,172,  11 4 14 0 0 5 14,
29806650,966,123,  0 0 10 0 0 0 0,
